En el segundo filtro se busca obtener solo los miembros que respondan dentro del mismo dia
,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
579,35734506,https://www.airbnb.com/rooms/35734506,20240923134023,2024-09-23,city scrape,"Beautiful, quirky flat in fantastic location","A beautiful flat in our unique home, which is full of character and original features,  located in one of Bristol's iconic Georgian terraces.  <br /> <br />Located on the edge of the stunning Avon Gorge and only 5 minutes walk from Clifton suspension bridge and Clifton Village.<br /><br />This basement flat is part of a large family house but is entirely private and has its own entrance and courtyard garden.","Our house is a short walk from Clifton Village with it's restaurants, coffeeshops and shops. It is very close to Brunel's famous suspension bridge and only a short walk to the harbour side and on to the city centre. Although we enjoy a central location it is also close to parkland and forests.",https://a0.muscache.com/pictures/a91b44b7-36ab-4660-82dc-3de89bf24608.jpg,9267640,https://www.airbnb.com/users/show/9267640,Liv,2013-10-06,"Bristol, United Kingdom",,within a day,100%,57%,f,https://a0.muscache.com/im/users/9267640/profile_pic/1381827307/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9267640/profile_pic/1381827307/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,,51.45196,-2.62481,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Crib - available upon request"", ""Oven"", ""Standalone high chair - available upon request"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Sound system with aux"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Free driveway parking on premises"", ""Indoor fireplace: wood-burning"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Shared backyard"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Board games"", ""Hangers"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]",$129.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,18,18,24,287,2024-09-23,20,2,0,2019-07-14,2023-12-18,4.75,4.95,4.6,4.9,5.0,5.0,4.8,,f,1,1,0,0,0.32
593,36477018,https://www.airbnb.com/rooms/36477018,20240923134023,2024-09-23,city scrape,The Little Blue House,"Covid update: With your own entrance so you don't have to pass through our house, and witha 'no contact' check-in, we're covid secure. <br /><br />Stylish self-contained studio with great links to the centre of Bristol; by bus or the beautiful Bristol-Bath cycle path, both are just a couple of hundred metres away. What we feel makes this place special is that it gives access to all that Bristol has to offer; both its thriving cultural and artistic scene as well as access to beautiful walks and wilderness.","Our house is in the quiet and leafy area of Fishponds close to Eastville park. You will have easy access to the amenities of Fishponds Road where there are cafes, takeaways and a couple of really nice pubs serving delicious beer. We are a 20 minute walk down the cycle path to Greenbank/ Easton, one of the trendiest areas of Bristol with loads of lovely places to get a coffee or yummy food. We have endless recommendations for things to do and places to eat in Bristol - we love food and are very happy to share our experiences!",https://a0.muscache.com/pictures/airflow/Hosting-36477018/original/ed08a293-c139-4db9-b3f2-836dd2a43d42.jpg,24760810,https://www.airbnb.com/users/show/24760810,Martha And Sam,2014-12-12,"Bristol, United Kingdom","I live with my husband Sam, our baby, Nancy and little staffie-cross, Nina. Having travelled all over the world, we're yet to find a place we love as much as Bristol. We feel incredibly lucky to live in our house in such an exciting, vibrant city. We want to share a slice of this and return some of the warm generosity we've experienced throughout our travels. 

I work as a family therapist in training and Sam is a children's social worker. We believe in social justice and equality and we are interested in what is going on in the world. 

In our free time we love walking through the countryside and gorgeous parks that practically back onto our house. We also enjoy spending time with family, cooking and hosting, travel, and making the most of what Bristol has to offer. 
",within a day,100%,90%,f,https://a0.muscache.com/im/pictures/user/User-24760810/original/5cd06f27-9898-41a9-bced-439505d974c6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24760810/original/5cd06f27-9898-41a9-bced-439505d974c6.jpeg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,,51.47733,-2.53878,Entire guesthouse,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Induction stove"", ""Dining table"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""High chair"", ""Breakfast"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Extra pillows and blankets"", ""Private entrance"", ""Long term stays allowed"", ""Crib"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$46.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,16,46,76,162,2024-09-23,133,27,3,2019-07-21,2024-09-11,4.87,4.87,4.92,4.96,4.97,4.8,4.8,,f,2,2,0,0,2.11
596,36600421,https://www.airbnb.com/rooms/36600421,20240923134023,2024-09-23,previous scrape,Central Haven: a cosy quirky nest,"Our maisonette is a light filled and colourful, quirky home in central Bristol. We are a street away from Stokes Croft with all of it's vibrant cafes and bars...but being at the end of our street, it's quiet too!<br /><br />We also have a resident cat called Superman. He is very friendly and independent. He has an automatic feeder so you don’t need to do anything other than stroke him.","St Paul's and Stokes Croft is the heart of Bristol's permissive counter culture. It is a thriving and inclusive community. It is packed with places to eat, drink and dance and there are always plenty of friendly and eccentric characters around. This also comes with a level of hedonism and the streets are busy on a Friday and Saturday night with fun seekers and all that this brings. I would say that this does not impact on us within our home, but guests need to be aware of themselves and their possessions when they go out late at night and be a bit streetwise when they hit the town.",https://a0.muscache.com/pictures/miso/Hosting-36600421/original/3a7bd31f-3a7b-4513-8a0a-1a2a7418d7a2.jpeg,28931720,https://www.airbnb.com/users/show/28931720,Sarah,2015-03-07,"Bristol, United Kingdom",I am a community worker in Bristol...I also do loads of other creative and fun stuff like making clothes and music...,within a day,95%,68%,t,https://a0.muscache.com/im/pictures/user/2dd4001e-4c77-4692-a85d-65e372fb44d3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2dd4001e-4c77-4692-a85d-65e372fb44d3.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,,51.46455,-2.58891,Entire townhouse,Entire home/apt,3,,1.5 baths,2.0,,"[""Oven"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Indoor fireplace"", ""Paid parking on premises"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Record player"", ""Piano"", ""Iron"", ""Lockbox"", ""Cooking basics"", ""Sound system"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Backyard"", ""Self check-in"", ""Hangers"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Dishes and silverware"", ""Heating""]",,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,1,3,3,3,2024-09-23,38,4,0,2019-08-12,2024-07-08,4.87,4.92,4.89,4.95,4.92,4.74,4.87,,f,2,1,1,0,0.61
598,36836671,https://www.airbnb.com/rooms/36836671,20240923134023,2024-09-23,city scrape,Spacious sunny 3 bedroom flat in Bishopston,"Newly refurbished, spacious self contained 3 bedroom apartment in a quiet semi-rural setting. The apartment is in a sunny Victorian house overlooking the old monastery fruit gardens. It has 3 spacious double bedrooms, a fully equipped kitchen with dining table, living room & bathroom.<br />5 mins walk to the shops and restaurants of the vibrant Gloucester Road. Easy parking and frequent bus connections to the City Centre. <br />Close to Southmead Hospital British Aerospace/ Filton and Bristol University","Bishopston is a safe and quiet leafy neighbourhood, yet close to the City Centre.<br />While the Gloucester Road, known to be the longest independent shopping street in Europe with its buzzing cafes independent shops, music venues and pubs, is on your doorstop.<br />All amenities are easily accessible.",https://a0.muscache.com/pictures/2911dfe4-9688-4a20-84d3-d83242ec31c3.jpg,276863622,https://www.airbnb.com/users/show/276863622,Kathy,2019-07-17,"Bristol, United Kingdom","Im a self employed commercial artist,  and love living in this wonderfully diverse and creative city.
",within a day,89%,97%,t,https://a0.muscache.com/im/pictures/user/8835e7b8-703a-4587-aebb-8e673d0561bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8835e7b8-703a-4587-aebb-8e673d0561bc.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,f,Neighborhood highlights,Redland,,51.47614,-2.59455,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Oven"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Garden view"", ""TV with standard cable"", ""Refrigerator"", ""Washer"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Cooking basics"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$95.00,4,730,2.0,2.0,730.0,730.0,2.0,730.0,,t,1,1,1,165,2024-09-23,166,24,3,2019-07-26,2024-09-17,4.95,4.97,4.87,4.93,4.96,4.94,4.9,,f,1,1,0,0,2.64
603,37244218,https://www.airbnb.com/rooms/37244218,20240923134023,2024-09-23,city scrape,Light homely 1-bed flat on North St with terrace,"Light, spacious and homely 1-bed flat on the popular and vibrant North St, with lots of house plants and a roof terrace, walking distance from the centre.","Surrounded by great independent shops and cafes, and the famous street art of Upfest. A short walk to buzzing waterfront Cargo and the city centre in one direction, and the countryside of Leigh Woods and Ashton Court the other (home of the annual hot air balloon fiesta). Plenty of small and medium size shops nearby (e.g. Co-Op, Lidl, Aldi), as well as independent grocers, delis, restaurants, cafes, vintage and record shops, etc. (including a great wine shop next door and esteemed restaurant below).",https://a0.muscache.com/pictures/a246c1d6-7c12-44ec-9922-6a3ee3bfc39a.jpg,29126981,https://www.airbnb.com/users/show/29126981,Lauren,2015-03-10,"Bristol, United Kingdom","Bristol-based British. I work as a university researcher on food, agriculture and health. Anthropologist, traveller/adventurer, hiker, salsa dancer, foodie. Equally as happy camping in the wilderness as living it up in a 5* pad. Easy going but also reliable and clean, and appreciate the same in hosts/guests. I'm often co-hosting/travelling with my partner, Tom.",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/074377bc-65a9-423d-84c1-13539fdeba17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/074377bc-65a9-423d-84c1-13539fdeba17.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Bedminster,,51.43952,-2.60379,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Oven"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Portable fans"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Paid parking on premises"", ""Portable heater"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Hammock"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Blender"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware""]",$97.00,2,75,2.0,3.0,75.0,75.0,2.9,75.0,,t,16,16,16,16,2024-09-23,18,3,1,2019-11-30,2024-09-14,5.0,4.94,5.0,5.0,5.0,5.0,4.94,,f,1,1,0,0,0.31
608,37326922,https://www.airbnb.com/rooms/37326922,20240923134023,2024-09-23,previous scrape,Bright & cosy 1-bedroom flat in central Bristol,"A bright & cosy flat in central Bristol with lovely views across the city. The flat is nestled between the historic Harbourside area and Brandon Hill Park, with Park Street and the city centre both just minutes away by foot.","Located between Park Street, the city centre, the harbourside, and Brandon Hill Park, all the best bits of Bristol are within very easy reach of this property. Bars, restaurants, brunch spots, history, scenery, and tourist activities are all just a short walk away.",https://a0.muscache.com/pictures/hosting/Hosting-37326922/original/b604f37d-c517-4098-adc0-948e930c5d23.jpeg,6332340,https://www.airbnb.com/users/show/6332340,Ellie,2013-05-11,"Bristol, United Kingdom",   ,within a day,90%,78%,t,https://a0.muscache.com/im/pictures/user/b1f231fd-7bbc-40b3-825b-98474b6f0c80.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1f231fd-7bbc-40b3-825b-98474b6f0c80.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Hotwells & Harbourside,,51.45176,-2.60511,Entire condo,Entire home/apt,2,,1 bath,1.0,,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Paid parking off premises"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""Host greets you"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises"", ""Baking sheet"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Wifi"", ""Essentials"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,3,3,3,3,2024-09-23,41,31,5,2019-08-14,2024-09-14,4.88,4.9,4.76,4.95,5.0,4.88,4.85,,f,1,1,0,0,0.66
618,37791166,https://www.airbnb.com/rooms/37791166,20240923134023,2024-09-23,city scrape,Large family home in the heart of Bristol,"Come and stay in our gorgeous, spacious Victorian family home with very large garden and driveway for two cars. Two reception rooms, large patio area and a comfortable farmhouse style kitchen mean lots of space for everyone to relax. Within easy walking distance of the independent Gloucester Road shops, bars and restaurants; beautiful St Andrews Park; the shops of Cabot Circus and the fabulous harbour. We love our house and if you want to discover Bristol we think you will too!","Our home is in the area known as St Andrews, after the lovely Victorian park of the same name that is in the heart of the neighbourhood. Just 200 metres walk away you will find yourself on the Gloucester Road with its eclectic mix of independent shops, cafes, bars and boutique second hand clothing stores.",https://a0.muscache.com/pictures/miso/Hosting-37791166/original/e83e2dc0-64be-4a94-b093-39d6065f6ef5.jpeg,36520436,https://www.airbnb.com/users/show/36520436,Helen,2015-06-23,"Bristol, United Kingdom","I love travelling, which is how I ended up on AirBNB! Hotels never truly give you the flavour of a place; staying in a real home in a residential area is much more likely to shed a light on how it feels to live and work somewhere, with all its quirks and qualities. Recently we realised we wanted to share this experience with others by renting out our home too, in the incredible city of Bristol. No matter where we go, this fabulous place is home.",within a day,100%,63%,f,https://a0.muscache.com/im/pictures/user/854479d7-5052-4e3b-a23a-6bb8bac70fa0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/854479d7-5052-4e3b-a23a-6bb8bac70fa0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,,51.46906,-2.593,Entire home,Entire home/apt,6,3.0,3 baths,4.0,4.0,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Free driveway parking on premises \u2013 2 spaces"", ""Indoor fireplace"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Hammock"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Piano"", ""Record player"", ""Fire pit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Sound system"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Dryer"", ""Self check-in"", ""Cleaning products"", ""Board games"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$140.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,0,0,0,30,2024-09-23,9,4,0,2023-06-05,2024-04-07,5.0,5.0,4.78,4.89,5.0,4.89,5.0,,f,1,1,0,0,0.57
684,40714905,https://www.airbnb.com/rooms/40714905,20240923134023,2024-09-23,city scrape,Luxury Harbourside Apartment in Bristol,"Arguably the best development along Bristol harbour! New Retort house is a newly built luxury apartment set opposite Brunel's SS Great Britain. With magnificent views and easy access to both the city centre and Clifton, Brandon Yard is a prime Harbourside development that has the feel of a luxury suite at a prestigious hotel.","You are located in the heart and soul of the Bristol Harbourside. With such a selection you are spoilt for choice with a selection of bars, restaurants, cafe's and activities all within easy walking distance.",https://a0.muscache.com/pictures/5d496e0c-e23f-4cdb-b6cb-f2a584e44723.jpg,238454956,https://www.airbnb.com/users/show/238454956,James,2019-01-23,"England, United Kingdom","Hi I’m James, I’m a busy entrepreneur, married with two amazing sons Oliver and William.

We love to travel together as often as possible and sometimes for business I need to find short stays around the UK too.

We’re tidy, easy going, professional and enjoy homes away from home and treat them like our own. ",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/b5885457-4d0c-4aec-8d8d-247c436968bd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5885457-4d0c-4aec-8d8d-247c436968bd.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Hotwells & Harbourside,,51.44973,-2.60572,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Oven"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Coffee maker: Nespresso"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Waterfront"", ""Dryer"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Elevator"", ""Microwave""]",$126.00,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,,t,0,0,0,84,2024-09-23,36,0,0,2019-12-28,2022-11-13,4.86,4.92,4.89,4.89,4.94,4.94,4.83,,f,1,1,0,0,0.62
690,40805375,https://www.airbnb.com/rooms/40805375,20240923134023,2024-09-23,city scrape,"Light, cosy flat. Easy access to Bristol and Bath.","4 weeks minimum stay can be flexible, DM for more info<br /><br />A comfy flat with great transport links! Situated on the bus route between Bristol (15 minutes to Bristol Temple Meads station) & Bath.<br /><br />Spacious living room with big windows that catches sunlight perfectly with a dining table, sofa and tv.<br /><br />Kitchen with gas hob, electric cooker, fridge, microwave and washing machine.<br /><br />Bedroom with 2 single beds, dressing table, large wardrobe, chest of drawers.<br /><br />Equipped bathroom with shower and toilet.","It’s a nice, quiet area with easy walking, food and supermarket options nearby. <br />About 10 mins walk from the high street of Brislington.<br />10 minutes from Arnos vale park and around 40 minutes walk from the Bristol city centre.",https://a0.muscache.com/pictures/87750f49-7174-419f-bbfc-e6e60a77eccb.jpg,317214176,https://www.airbnb.com/users/show/317214176,Cathy,2019-12-13,,,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/af67e9b4-2693-4e94-8926-17355e0ee94b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af67e9b4-2693-4e94-8926-17355e0ee94b.jpg?aki_policy=profile_x_medium,,1,3,['phone'],t,f,Neighborhood highlights,Brislington West,,51.43528,-2.55266,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Oven"", ""Laundromat nearby"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Conditioner"", ""Refrigerator"", ""Washer"", ""TV"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Free street parking"", ""Cooking basics"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$35.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,0,0,0,0,2024-09-23,11,0,0,2020-07-10,2023-04-30,4.91,5.0,4.64,5.0,5.0,4.82,5.0,,f,1,1,0,0,0.21
708,41853950,https://www.airbnb.com/rooms/41853950,20240923134023,2024-09-23,city scrape,Light and stylish 3 bedroom family home,"Tucked back from Fishponds Road, our 3 bedroom family home has plenty of space for up to 6 guests. The house is light, comfortable and stylish. We have a toddler and a 6 year old so there are plenty of toys and all the equipment you should need if you're bringing yours (including a travel cot). We have a drive that can fit one car, and another car can park across the drive if necessary. There is also free on street parking.","Set back from Fishponds road, the area is quiet and has lots of families living in the area. We're a short walk from the beautiful Frome Valley where you can walk alongside the river either towards the city or out towards Snuff Mills and beyond.",https://a0.muscache.com/pictures/b7c5a50e-a2f4-4381-8e38-95fe9eff0ca3.jpg,24760810,https://www.airbnb.com/users/show/24760810,Martha And Sam,2014-12-12,"Bristol, United Kingdom","I live with my husband Sam, our baby, Nancy and little staffie-cross, Nina. Having travelled all over the world, we're yet to find a place we love as much as Bristol. We feel incredibly lucky to live in our house in such an exciting, vibrant city. We want to share a slice of this and return some of the warm generosity we've experienced throughout our travels. 

I work as a family therapist in training and Sam is a children's social worker. We believe in social justice and equality and we are interested in what is going on in the world. 

In our free time we love walking through the countryside and gorgeous parks that practically back onto our house. We also enjoy spending time with family, cooking and hosting, travel, and making the most of what Bristol has to offer. 
",within a day,100%,90%,f,https://a0.muscache.com/im/pictures/user/User-24760810/original/5cd06f27-9898-41a9-bced-439505d974c6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24760810/original/5cd06f27-9898-41a9-bced-439505d974c6.jpeg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,,51.47864,-2.53826,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""TV with Amazon Prime Video, Disney+, Netflix"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Private backyard"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating""]",$150.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,3,16,46,46,2024-09-23,14,3,1,2020-08-23,2024-09-01,5.0,5.0,5.0,4.93,5.0,4.79,4.79,,f,2,2,0,0,0.28
713,41970836,https://www.airbnb.com/rooms/41970836,20240923134023,2024-09-23,city scrape,a very clean quiet house.,Near to M32 and Cabot circus city center. Theres a bus stop right in front of the house.,"just around the corner of Tesco supermarket , M32,  by car you are 10 minutes from Cabot Circus.",https://a0.muscache.com/pictures/ecd2ceae-4a60-4572-a91e-047b0fcc3dee.jpg,156809686,https://www.airbnb.com/users/show/156809686,Adriana,2017-10-30,"England, United Kingdom",Hi I am Adri,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_x_medium,,3,7,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,,51.47389,-2.55823,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,0.0,"[""Iron"", ""Kitchen"", ""Oven"", ""Free street parking"", ""TV with standard cable"", ""Smoke alarm"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Hot water"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Mini fridge"", ""Fire extinguisher"", ""Bed linens"", ""Heating"", ""Hair dryer""]",$51.00,2,4,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,4,22,52,327,2024-09-23,11,1,0,2021-10-03,2024-07-08,4.55,4.64,4.73,4.82,4.82,4.55,4.73,,t,3,1,2,0,0.3
724,42478608,https://www.airbnb.com/rooms/42478608,20240923134023,2024-09-23,city scrape,Entire Very large single bedroom flat.,Ground floor flat in a well maintained Victorian building with classic high ceilings with quality fittings and furnitures and decorated to a high stander.,The area in general,https://a0.muscache.com/pictures/729c160a-fb70-4183-8035-96be6dc351c8.jpg,156809686,https://www.airbnb.com/users/show/156809686,Adriana,2017-10-30,"England, United Kingdom",Hi I am Adri,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_x_medium,,3,7,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,,51.46521,-2.61108,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Oven"", ""Room-darkening shades"", ""Kitchen"", ""Hair dryer"", ""High chair"", ""Washer"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Private entrance"", ""Hangers"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Heating""]",$80.00,2,120,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2024-09-23,0,0,0,,,,,,,,,,,t,3,1,2,0,
